Bar,Beer,Type,Price
Cafe Rene,Original,beer,11.9099644
Alibi Bar,Black Label,beer,15.4025626
The Cap & Bell,ESB,beer,9.547389141
The Maidenhead,Berry Weiss,beer,15.50596382
The Bamboo Lounge,Genuine Pilsner,beer,11.62684827
Elfsong Tavern,Dark Lager,beer,12.97832298
Gus's Galaxy Grill,Organic Munster Alt,beer,12.91271468
SaxonwoldShebeen,Titan IPA,beer,14.07172573
The Moon Under Water,Pale Bock,beer,12.10933583
The Elephant,Black Hawk Stout,beer,15.160211
The King and Queen Tavern,Loft Beer,beer,13.07219139
Tavern of Time,Northern Light Ale,beer,11.42509963
Frostfruit Inn,Revenge Brown Ale,beer,12.26435861
The Grind & Jolt Cafe,Creek ESB,beer,10.97460357
The Brick,Genesis Ale,beer,8.280883672
The Bronze,Blond Bock,beer,12.67530946
Candlehearth Hall,Classica,beer,13.20037924
Tavern of Time,Original Leipziger Bier,beer,12.83383607
The Queen Victoria,OV,beer,9.48738278
Broome's,Weisse,beer,11.61754716
Cafe Rene,American Amber Lager,beer,10.24915594
The Moonrakers,Mad Elf,beer,8.412889899
Gus's Galaxy Grill,Two Hearted Ale,beer,12.81686514
Roulette,Oak Aged Beer,beer,13.90215827
Milk Club,312 Urban Wheat Ale,beer,12.08499712
Alibi Bar,Winter Lager,beer,14.20383688
The Bloated Float Inn,Creamy Dark,beer,14.6491249
Charlie's,Extra Pale Ale,beer,13.76927491
The Bronze,Ale,beer,10.68362194
The Rusty Anchor,Diesel Lager Beer,beer,13.52679251
Talon Bar,Outlaw Lager,beer,12.29743004
The Prancing Pony,Amberbier,beer,10.08856234
The Frozen Hearth,Brown Ale,beer,14.83234763
The Bamboo Lounge,Irish Stout,beer,10.4153475
﻿Ace of Clubs,Pale Bock,beer,11.10933583
Kadie's Club Pecos,Winter Lager,beer,15.20383688
Bunnys,Premium Czech Dark Lager,beer,11.92419014
The Winchester Club,Elfego Bock,beer,13.93389841
The Peach Pit,Acker Dark,beer,14.97151722
Dexter Lake Club,Anniversary Ten,beer,13.24772278
Cooper's,Black Wheat,beer,11.91189271
"The Hand & Racquet, East Cheam",Lightning Bold Gold,beer,16.69584671
The Earl Of Osbourne,Perfect Porter,beer,13.42304118
Mancini's Family Restaurant,Extra Stout,beer,11.7160949
Vardi's,Genuine Pilsner,beer,10.62684827
Alibi Bar,Raspberry Wheat Ale,beer,12.55276597
Rovers Return Inn,Uff-da Bock,beer,15.73244762
The Old Haunt,Extra Special Ale,beer,11.56721951
Four Shields Tavern,River Porter,beer,12.79436462
Vardi's,Doggie Style Classic Pale Ale,beer,12.00935707
Friendsy's,Grand Cru,beer,10.75178771
The Railway Arms,Moon Belgian White,beer,8.180876863
Mancini's Family Restaurant,Drop Top Amber Ale,beer,11.9712602
Duke's Pub,Winter Skål,beer,15.4299418
St. Elmo's Bar,Lovers Beer,beer,12.77073929
The Pie Hole,Coldfoot Pilsner,beer,12.38834706
﻿Ace of Clubs,Schwarzbier,beer,11.0658471
The Learned Goat,Doppelbock,beer,14.31695915
Talon Bar,Liberty Ale,beer,12.14123845
Friendsy's,Cherry Stout,beer,9.035004819
The Railway Arms,Outlaw Lager,beer,8.297430045
Playaz Club,Kellerweis,beer,12.07633031
The Rusty Anchor,Wych Ale,beer,14.34145765
Rovers Return Inn,Weissbier,beer,16.20937054
The Boom Boom Room,Ants,beer,9.376244318
The Plot and Plaster,Kloster Weizen,beer,16.54177724
The Rose & Thorn,Bear Ultra Blonde,beer,12.18233341
Frostfruit Inn,de Chambly,beer,10.48983357
The Frozen Hearth,Honey Red,beer,14.56215667
Trees Lounge,Rye Porter,beer,12.2475116
Silver,Apple Spice,beer,12.09117959
Candlehearth Hall,Modelo,beer,12.69591549
Broken Keel Tavern,Dancing Man Wheat,beer,11.65655364
The Bamboo Lounge,River Pale Ale,beer,12.46625351
Dino's Bar and Grill,Hammer IPA,beer,13.26910375
Bob's Country Bunker,Northern Light Ale,beer,13.42509963
The Broken Drum/The Mended Drum,Burly Brown,beer,11.08692871
The Feathers,La Folie,beer,12.78005201
Braidwood Inn,Oatmeal Porter,beer,14.64653205
Bob's Country Bunker,Light,beer,15.23028881
Mama Chow's Fine Dining,Chesterfield Ale,beer,12.27100842
The Grind & Jolt Cafe,Red Amber Ale,beer,9.862585149
The Aigburth Arms,Native Ale,beer,13.78553317
Elfsong Tavern,Yeti Oak Aged Imperial Stout,beer,14.6749208
Bob's Country Bunker,Stein Beer,beer,13.07876692
Milliway's,Premium Light,beer,10.74733737
Dagmar,Equis Amber,beer,16.33638099
Mr. Pubbs,Hefe-Weisse,beer,10.63378057
The Bada Bing,Two Women New,beer,13.44041965
McAnally's,Dancing Man Wheat,beer,12.65655364
Deville,Blonde Sur Lie,beer,14.38055285
Cooper's,Draak,beer,13.80368143
Kennedy's,Honey Brown Lager,beer,14.91738549
Jack's Crocodile Bar,Schwarzbier,beer,15.0658471
The Pilgrim's Rest,York Harbor Ale,beer,15.15703698
The Cap & Bell,Jingo Pale Ale,beer,8.389488688
The Crab Shed,Woody Creek White,beer,11.25612826
Maxwell's Nightclub,Copperhead Ale,beer,16.49929325
Colonial Taphouse,Maharaja Imperial IPA,beer,11.66184745
Daddy Crab Leg's Crab Shack,Oak Aged Beer,beer,16.90215827
McAnally's,UFO Hefeweizen,beer,12.52158971
Charlie's,Whistlepin Wheat Ale,beer,13.91383277
Mad Dog Saloon,Prospere,beer,11.43789173
Frostfruit Inn,471 ESB,beer,10.76663681
The Yellow Flag,Autumn Lager,beer,11.70162507
The Malt Shovel,Irish Stout Pub Draught,beer,8.567390227
Kennedy's,Pur Malt,beer,15.22635707
Mancini's Family Restaurant,Hi Dry,beer,12.00260384
The Bronze,Merry Monks' Ale,beer,10.37942648
﻿Ace of Clubs,Mild Ale,beer,8.675171394
Duke's Pub,Amber Lager,beer,12.30879211
Broken Keel Tavern,Golden Pilsner,beer,12.37779021
The Ivy Bush,Pils im Stein,beer,15.56574665
Charlie's,Oatmeal Porter,beer,12.64653205
Korova Milk Bar,Messiah Bold,beer,14.71629936
Milliway's,Kilgubbin Red Ale,beer,10.24512082
Maccadam's Old Oil House,Scout Stout,beer,11.7697839
Duke's Pub,Butt English Porter,beer,14.00666304
Windpeak Inn,Denver Pale Ale,beer,11.01016611
The Brick,Pizza,food,8.28
Deville,de Bourgogne,beer,12.55281639
The Yellow Flag,Hammer Imperial Porter,beer,9.394735896
The Rusty Anchor,Chesterfield Ale,beer,13.27100842
Torchy's,Sheep Ale,beer,12.91086581
The Place,Bear Ultra Blonde,beer,11.18233341
St. Elmo's Bar,Weisse,beer,13.61754716
The Crazy Cock,Kells Irish Lager,beer,9.57905151
Jack Rabbit Slim's,Blithering Idiot,beer,11.75647226
John McRory's Place,Elfego Bock,beer,12.93389841
Mos Eisley Cantina,Woman From Hell Extra IPA,beer,9.062217567
The Winchester Tavern,Cask Ale,beer,11.68379421
Candlehearth Hall,Mad Elf,beer,10.4128899
Dagmar,Bier,beer,15.67460332
Rovers Return Inn,OV,beer,13.48738278
Dexter Lake Club,Schwarzbier,beer,14.0658471
The Bronze,Republic Red Rocket Ale,beer,11.6082831
Cockatoo Inn,Buck German Alt,beer,13.87699243
The Winking Skeever,Anniversary Ten,beer,13.24772278
Brady Pub,#3 Classic Lager,beer,12.16471181
Dino's Bar and Grill,Troegenator Doppelbock,beer,12.76984901
Puzzles,Kellerweis,beer,13.07633031
Eden Hall,Uff-da Bock,beer,12.73244762
Torchy's,Golden Ale,beer,12.66144563
Scarlet Raven Tavern,Gaelic Ale,beer,11.5011261
Vardi's,Chips,food,8.78
The Queen Victoria,Banana Lambic,beer,10.17794225
The Rusty Anchor,Unfiltered Wheat Beer,beer,11.58088242
Grilby's,Drool Brown Ale,beer,13.68759319
The Feathers,Irish Lager,beer,11.59427726
Frostfruit Inn,Golden Caramel Lager,beer,11.6060556
Y Deri Arms,Original Munich Lager,beer,13.45075979
The Kebab & Calculator,Star Wheat Beer,beer,14.99449279
Lusty Leopard,Blackout Stout,beer,11.76046639
Maccadam's Old Oil House,Bohemian Wheat Lager,beer,14.6365102
Bob's Country Bunker,Weissbier Dunkel,beer,14.7167395
Brady Pub,Altfrankisches Dunkel,beer,13.95757941
Joe's,Ice Light,beer,11.74092888
Palace Saloon,Beer,beer,14.63541994
Louie's,Acker,beer,12.1963068
P3,Kwak,beer,12.7300989
Mancini's Family Restaurant,Carolus Noël,beer,12.95237616
Jack's Crocodile Bar,Dorada,beer,13.09315816
Cohan's,Framboise,beer,8.714697205
O'Malley's,Old Chub Scottish Style Ale,beer,11.83233123
The Aigburth Arms,Mountain Five Malt Ale,beer,12.84317575
The Hand of Glory,Bitter,beer,13.07331971
Kavanagh's Irish Pub,New York Amber,beer,12.62169209
Dal Riata,K-9 Cruiser Altitude Ale,beer,14.89409586
Poison,Premium Lager,beer,14.49068231
Kennedy's,Black Mocha Stout,beer,13.17523294
The Malt Shovel,Sea ESB,beer,10.09116878
Louie's,Kapittel Pater,beer,11.33622234
Essence,Solstice Imperial Stout,beer,9.112671218
The Plumbers Arms,14er's ESB,beer,11.08455467
Rovers Return Inn,Special,beer,13.60984215
The Kebab & Calculator,Blanca Nut Brown Al,beer,12.68611222
Jack's Crocodile Bar,Witches Brew,beer,12.66354337
Night Spot,Chill,beer,11.96926641
World's End Tavern,Damm,beer,12.5563461
The Orange Tree,Light,beer,11.23028881
Mos Eisley Cantina,Snowplow Milk Stout,beer,11.68547179
Braidwood Inn,Pretzel,food,12.04
The Broken Drum/The Mended Drum,Old Brown Ale,beer,10.98360337
Fangtasia,Hex Nut Brown Ale,beer,8.918897332
The Feathers,Diesel Lager Beer,beer,11.52679251
The Cap & Bell,Amber Ale,beer,9.304065275
The Oblivion Bar,Peanuts,food,8.53
The Bloated Float Inn,Schlenkerla Rauchbier Marzen,beer,14.17512621
The Maidenhead,St. Stock Ale,beer,16.70850209
Jack's Crocodile Bar,Ommegeddon,beer,15.45135069
Scarlet Raven Tavern,ESB,beer,9.547389141
Mr. Pubbs,Edel-Pils,beer,12.27459209
Four Shields Tavern,Decadent,beer,14.19329632
O'Malley's Bar,Slam Dunkel,beer,13.09930376
The Hanged Man,York Harbor Ale,beer,14.15703698
Snakehole Lounge,Damm Daura,beer,9.942521305
Wurstbraterei,Red Tail Ale,beer,9.874464801
The Bull,Mai-Ur-Bock,beer,12.70448936
The Malt Shovel,Honey Weiss,beer,8.118604897
The Broken Drum/The Mended Drum,Ness,beer,10.91890051
Founding Fathers,Amber Classic,beer,12.53283923
The Drunken Huntsman,Blue Paddle Pilsner,beer,10.61423479
The Feathers,Bock Beer,beer,9.276391961
Lucky Lockup,Signature Pilsner,beer,11.37171549
The Yellow Flag,Irish Stone Brewed Light,beer,11.94367414
Silver,Slaughter Ale,beer,11.81551671
Puzzles,Brown Ale,beer,15.83234763
The Boom Boom Room,60 Minute IPA,beer,11.31762692
The Bamboo Lounge,Blackout Stout,beer,11.76046639
Gus's Galaxy Grill,Copperhead Ale,beer,12.49929325
Poison,Hopfen-Weisse,beer,15.79035825
Rowlf's Tavern,Moon Belgian White,beer,8.180876863
Maxwell's Nightclub,Blackjack Ale,beer,14.07890321
The Kit Kat Klub,Unfiltered Wheat Beer,beer,8.580882418
Braidwood Inn,Liberty Ale,beer,13.14123845
Playaz Club,Der Weisse Bock,beer,14.76681869
Mos Eisley Cantina,Douglas Ale,beer,10.68174598
Mancini's Family Restaurant,#5 Gold Beer,beer,11.05971261
P3,Blanca,beer,13.21078808
Snakehole Lounge,Altfrankisches Dunkel,beer,12.95757941
Mad Dog Saloon,Peg Leg Imperial Stout,beer,9.202057961
Romanoff's,Sliders,food,10.64
Underworld Tavern,Dubbel Belgian Abbey Ale,beer,14.05198999
Mr. Pubbs,Light Beer,beer,12.37846642
Charlie's,Springs UrBock,beer,11.82649277
Underworld Tavern,de Chambly,beer,13.48983357
The Grind & Jolt Cafe,Slam Dunkel,beer,9.099303758
The Drunken Clam,Koelsch,beer,16.22125947
The Kebab & Calculator,Gonzo Imperial Porter,beer,12.81524309
Border Watch Inn,Harvest Ale,beer,14.75678867
The Place,Ice Light,beer,11.74092888
The Thorax Bar,Gaelic Ale,beer,12.5011261
Copacabana,Sea ESB,beer,10.09116878
Table Salt,Dogtoberfest,beer,14.4581757
The Maidenhead,Woodstock Wheat,beer,14.58659834
﻿Ace of Clubs,Buck German Alt,beer,9.876992431
Elfsong Tavern,Anniversary Ale,beer,12.14686995
Cafe Rene,Dry Hopped Saint Rogue Red Ale,beer,9.659203092
Rowlf's Tavern,Amber Lager,beer,8.308792112
Salty Sailor Tavern,Kwak,beer,13.7300989
Cohan's,Moon Man,beer,10.45748689
Palace Saloon,Red Banshee Ale,beer,12.49713158
Mos Eisley Cantina,Rugged Trail Nut Brown Ale,beer,9.052686671
The Armada Room,Pilsner,beer,11.67283622
The Frozen Hearth,Porter,beer,13.27921083
The Hanged Man,Buckwheat Ale,beer,11.50812651
The Crab Shed,Mozzarella Sticks,food,8.11
The Butchers Arms,Summer Brew,beer,13.56778006
Roulette,California IPA,beer,12.77224185
The Cat & Fiddle,Loft Beer,beer,11.07219139
The Crazy Cock,Honey Brown,beer,8.190579942
The Hanged Man,Perros Ale,beer,14.01127678
Wurstbraterei,Hefe-weizen,beer,8.694322139
Braidwood Inn,Expedition Ale,beer,15.76177429
The Boom Boom Room,Crack'd Wheat,beer,12.4861103
Kadie's Club Pecos,Rider Ale,beer,14.84649456
The Pool Hall,Yeti Oak Aged Imperial Stout,beer,11.6749208
The Plot and Plaster,Irish Stone Brewed Light,beer,16.94367414
Deville,Original,beer,13.9099644
The Thorax Bar,Sea ESB,beer,11.09116878
The Ballroom,Light,beer,13.23028881
The Mucky Duck,Mild Ale,beer,11.67517139
Levy's,Old Numbskull,beer,15.72026033
The Cat & Fiddle,Doppelbock,beer,11.31695915
Grilby's,Lager,beer,14.67466054
The Winchester Club,Rib Mountain Rye,beer,13.01464391
Mad Dog Saloon,Mad Elf,beer,9.412889899
The Earl Of Osbourne,Bier,beer,13.67460332
Jack's Crocodile Bar,Dark,beer,15.5934296
Four Shields Tavern,Island Wheat,beer,13.85858764
Night Spot,Hefe-weizen,beer,9.694322139
The Drowned Trout,Red Irish Ale,beer,13.47627984
The Tropicana,Acker Dark,beer,14.97151722
Callahan's Place,Amber Classic,beer,15.53283923
The Old Pink Dog,Scotch Ale,beer,14.04191238
The Frozen Hearth,Ommegeddon,beer,15.45135069
Elfsong Tavern,Irish Lager,beer,14.59427726
Boobies,Dark Lager,beer,13.97832298
Gallow's End Tavern,Calibogue Amber,beer,8.873351202
The Buck's Head Inn,Mothership Wit,beer,13.22752745
Rolliver's Inn,Honey Wheat,beer,15.93846131
Roulette,Pils,beer,12.15047745
"The Hand & Racquet, East Cheam",Jingo Pale Ale,beer,13.38948869
Bodarks Bus Stop Restaurant,Hopfen-Weisse,beer,10.79035825
The Bamboo Lounge,Apricot Ale,beer,11.23821202
Cocktails and Dreams,Dark Lager,beer,8.978322976
Dead Man's Drink,Celebration Ale,beer,8.404584061
The Last Resort,Kolsch,beer,13.18973924
Rowlf's Tavern,Wisconsin Amber,beer,10.59439024
The Winchester Club,Pedigree,beer,11.23296028
Rolliver's Inn,Witches Brew,beer,13.66354337
Old Prospector Saloon,de Chambly,beer,9.489833569
The Bamboo Lounge,K-9 Cruiser Altitude Ale,beer,12.89409586
The Oak and Crosier,Maharaja Imperial IPA,beer,13.66184745
Kadie's Club Pecos,Red Amber Ale,beer,13.86258515
The Malt Shovel,Witches Brew,beer,8.663543371
Fangtasia,Chips,food,7.78
Levy's,Curator Dunkler Doppelbock,beer,15.71609507
Mr. Pubbs,Biersch Maibock,beer,12.11259178
﻿Ace of Clubs,Curator Dunkler Doppelbock,beer,10.71609507
Snakehole Lounge,Curve Ball Kolsch,beer,10.32313695
Cafe Rene,Dort,beer,9.14800694
Charlie's,Black Wattle Superior,beer,11.54343009
Kelcy's,German Style Red Ale,beer,9.876872807
The Feathers,River Vienna Lager,beer,10.3654341
Paddy's Pub,Eisphyre,beer,15.40386427
The Pie Hole,Peg Leg Imperial Stout,beer,11.20205796
Sandbox,Premium Pils,beer,11.19810353
Shooters,Hop Wallop,beer,15.39106785
Cafe Rene,Snake Dog IPA,beer,12.70849598
The Mucky Duck,Golden Caramel Lager,beer,12.6060556
The Kit Kat Klub,Pub Ale,beer,9.197400254
Roulette,Moerlein Select Lager,beer,10.17149254
Torchy's,Weisse Hefe-Weizen,beer,13.34560762
Rovers Return Inn,Traditional Pilsner,beer,15.99964357
The Sole Regret,Harvest Ale,beer,9.756788673
The King and Queen Tavern,Premium Light,beer,11.74733737
The Rose & Crown,Springs Premium Lager,beer,9.165656935
The Last Resort,Bear Southern Blonde,beer,12.86963844
The Queen Victoria,Cream Ale,beer,9.283603337
The Pool Hall,Extra Pale Ale,beer,11.76927491
The Feathers,Pizza,food,9.28
The Butchers Arms,Brau Kolsch,beer,10.03578161
Cafe Rene,Amber Classic,beer,12.53283923
Rolliver's Inn,Premium Ale,beer,15.78231244
Snakehole Lounge,Pizza,food,9.28
The Place,Commemorator,beer,11.54957287
The Admiral Benbow Inn,Double Bag Ale,beer,15.95580848
Poison,Urquell,beer,14.11687351
The Brass Lantern,Light Ale,beer,13.63889088
Maccadam's Old Oil House,V-Twelve,beer,13.31640671
Duke's Pub,Woody Creek White,beer,13.25612826
Cocktails and Dreams,Kapittel Pater,beer,10.33622234
The Drowned Trout,Hop Devil Ale,beer,13.21730411
The Winchester Tavern,Holy Grail Ale,beer,9.349056885
Jack Rabbit Slim's,Golden Pilsner,beer,14.37779021
Poison,Special Lager,beer,15.42210031
Kelcy's,Hat Circus Boy Hefeweizen,beer,9.103903745
Gallow's End Tavern,Blackout Stout,beer,9.760466393
The Peach Pit,Chocolate Brown Ale,beer,14.3648855
Wandin Valley RSL,Witches Brew,beer,8.663543371
The Tall Ship,Golden Monkey,beer,14.34366814
Free the Paedos,Black Mocha Stout,beer,10.17523294
Callahan's Place,Bach,beer,12.82360198
The Brick,Ice,beer,9.775816524
The Plumbers Arms,Classica,beer,11.20037924
The Rose & Crown,Winter Amber Ale,beer,8.171799345
Deville,Winter Ale,beer,13.27102832
Playaz Club,Premium Pils,beer,13.19810353
Mad Dog Saloon,Drool Brown Ale,beer,10.68759319
Copa,Porter,beer,14.27921083
The Rusty Anchor,Sawtooth Ale,beer,11.67503961
Tabard,Bavarian X-Winter,beer,11.69562213
Cooper's,Amber Light,beer,10.51412652
The Broken Stool,Irish Lager,beer,15.59427726
Central Perk,Cherry Stout,beer,10.03500482
John McRory's Place,Dry Hopped Saint Rogue Red Ale,beer,10.65920309
Mad Dog Saloon,Red Amber Ale,beer,9.862585149
Four Shields Tavern,Kellerweis,beer,11.07633031
The Globe and Anchor,Winter Storm,beer,11.54018156
The Bloated Float Inn,Organic Belgian Ale,beer,13.81345971
The Learned Goat,Bear Irish Red,beer,12.19918483
Scarlet Raven Tavern,Kloster Weizen,beer,11.54177724
Brady Pub,Hefe-Weizen Dunkel,beer,13.11059948
"The Hand & Racquet, East Cheam",Keg Can,beer,13.31897606
Dagmar,Brewmaster's Select,beer,13.9006346
The Mucky Duck,Der Weisse Bock,beer,13.76681869
The Plumbers Arms,Bruin,beer,9.193915692
Tavern of Time,River Vienna Lager,beer,12.3654341
The Rose & Thorn,Damm,beer,11.5563461
The Last Chance Saloon,Dry Hopped Saint Rogue Red Ale,beer,8.659203092
Quark's,Western Premium Pilsner,beer,12.11878094
Charlie's,Butte Porter,beer,11.15055629
The Bannered Mare,HefeWeizen,beer,11.88743481
The Brick,Hefe-Weisse,beer,8.633780573
Crab Shack,Pub Draught,beer,13.80092554
The Spotted Dog,Solstice Imperial Stout,beer,13.11267122
The Kit Kat Klub,Bear Ultra Blonde,beer,9.182333408
﻿Ace of Clubs,Apricot Ale,beer,9.238212024
The Feed Bag,Kaiser Imperial Oktoberfest,beer,13.55802705
Silver,Weisse Dark,beer,11.85210944
The Count's Arms,Clearwater Light,beer,12.09832333
﻿Ace of Clubs,Premium Bavarian Pilsner,beer,9.144752744
Corrado Italian Bistro,Winter Skål,beer,16.4299418
The Globe and Anchor,Alkoholfrei,beer,11.54972599
﻿Ace of Clubs,Acker,beer,11.1963068
Night Spot,Honey Lager,beer,11.25745025
The Silent Woman,Buck German Alt,beer,9.876992431
Wandin Valley RSL,Curly Tail Ale,beer,10.46481697
The Feathers,White Biere,beer,12.74879085
Poor Richard's,Alt,beer,11.58085843
Four Shields Tavern,Genesis Ale,beer,11.28088367
The Winking Skeever,Hellenic Lager Beer,beer,14.08810992
Dino's Bar and Grill,Hefe-Weizen Dunkel,beer,13.11059948
The Oblivion Bar,New York Amber,beer,12.62169209
The Cat & Fiddle,Black Porter,beer,9.468920379
Night Spot,Ichiban Special Premium Reserve,beer,11.88924618
Wandin Valley RSL,Woodstock Wheat,beer,9.586598341
Cafe Rene,Weissbier,beer,12.20937054
The Plumbers Arms,Bitter,beer,8.073319712
Frostfruit Inn,Bavarian X-Winter,beer,10.69562213
LUX,Bohemian Wheat Lager,beer,13.6365102
Noah's Bar,Special Pilsner,beer,16.32823651
The Maidenhead,Dunkel Weisse,beer,14.18018985
Lucky Lockup,IPA,beer,10.16728231
Sandbox,Clearwater Light,beer,11.09832333
Wonder Bar,Ants,beer,10.37624432
Talon Bar,Bohemian Black Lager,beer,13.85971873
The Tall Ship,Endo IPA,beer,13.24366726
Charlie's,Edel-Pils,beer,13.27459209
Sandbox,Peg Leg Imperial Stout,beer,10.20205796
The Tall Ship,Dunkle Weisse,beer,15.78839621
The Brick,Head World Wide Stout,beer,10.12209039
The Place,Blackberry Wheat,beer,11.65152001
Essence,Mom Hefeweizen,beer,8.680879689
O'Malley's,Organic Hefe-Weizen,beer,10.95702124
P3,Harvest Ale,beer,12.75678867
The Tall Ship,Hen's Tooth,beer,12.23631004
Cafe Rene,Altfrankisches Dunkel,beer,12.95757941
Talon Bar,Keg Can,beer,12.31897606
Poison,Organic Munster Alt,beer,16.91271468
The Drunken Huntsman,Northern Light Ale,beer,8.425099634
Kennedy's,Celebration Lager,beer,13.70190361
The Plot and Plaster,Premium Lager,beer,14.49068231
